comments;sentiment
produto estava no site c/ o prazo de 8 dias uteis. paguei num dia, no outro recebi a conf. do pgto e no dia seguinte o produto chegou. veio com a cor manchada no pegador, mas de boa qualidade.;pos
comprei tres luminarias e so foi entregue ate o momento uma!;neg
cumpriu o prazo certinho e o produto e lindo. recomendo!;pos
boa logistica;pos
otima. bem embalado e chegou antes do prazo...;pos
produto nao entregue;neg
quero saber se foi cancelada so isso!;neg
todo processo foi rapido, pratico e seguro. obrigado;pos
linda e era como eu esperava.amei.;pos
nao recebi um dos produtos. o pedido veio incompleto!;neg
o produto e o que eu pedi, chegou muito rapido, mas nao era bem o que imaginava do produto;neg
produto chegou antes da data prevista, muito rapido e eficiente.muito obrigado;pos
bom dia.o produto nao foi entregue por causa dos correiros.;pos
bom.;pos
a cor vem um pouco diferente da imagem mais escuro, nao e antiderrapante, preve ser meio fraco. ainda assim e lindo!;pos
recebi dentro do prazo, rapido e tudo certinho.;pos
nao enviaram o produto e ninguem me deu justificativa, nem previsao e no site do stark estava constando como enviado. houve falha do stark nisso;neg
super recomendo! entrega rapida, tudo ok como produto;pos
ta faltando a capa anti poeira do xbox one so entregou a capa de silicone para controle.;neg
boa tarde !bom recebi um produto mas nao sei nem para que serve. era para ser uma navalhete de barbear mas nao e, nao estou satisfeito com o que eu recebi.;neg
perfeito. entrega no prazo, superando as expectativas.;pos
o produto chegou rapido e perfeito. super indico.;pos
entrega a tempo;pos
produto entregue antes do prazo.;pos
boa tarde!preciso devolver um lustre e pagar os outros dois,eu cancelei pensando que nao ia chegar e acabei pedindo outro e chegou os 3.;pos
super recomendado. o produto chegou com quase 15 dias de antecedencia.;pos
nao tenho como avaliar, nao recebi nada ainda;neg
nao recebi o produdo . data prevista de entrega era dia 10/08 e ainda nao recebi.;neg
ainda nao foi usado o produto, mas acredito que seja otimo.;pos
produto bom... mas o vendedor demorou a responder e avancar nos passos da compra atrasando a entrega da mesma.;neg
entregue corretamente, amei a encomenda.;pos
satisfeito;pos
loja enviou dentro do prazo.;pos
tudo como o esperado. negociacao normal.;pos
excelente! recomendo.;pos
eu comprei duas e so foi entregue uma.ainda estou aguardando a solucao do problema pq eu paguei por duas e so recebi uma.;neg
o que comprei chegou bem antes do prazo so que nao recebi em casa tive que ir buscar no correio;pos
voltaria afazer negocio com certeza;pos
excelente. otimo produto e custo beneficio, eu recomento, e sobre a lojas lannister, a melhor opcao de compras!;pos
o prazo de entrega, pela loja foi ate o dia 05/03/2018. ainda nao recebi o produto. li varias reclamacoes de atrasos desta loja....quem sabe chega.....;neg
super recomendo;pos
ainda nao recebi o produto e consta no sistema como entregue.;neg
muito bom;pos
antes do prazo, muito bom.recomendo!;pos
tudo ok.;pos
bom;pos
otimo . o velcro incomoda um pouco no pescoco, mas no geral , produto muito bom;pos
recomendo com certeza;pos
produto excelente como eu esperava.;pos
ainda agreo a entrega;neg
otima qualidade, chegaram bem antes do prazo e ainda veio com um cheirinho de nenem! amei, recomendo!;pos
bom;pos
muito bom obrigado;pos
um dos cubos veio danificadotipo amassado;neg
recebi um produto que nao tem nada haver.;neg
foi muito rapido a entrega;pos
recomendo a todos;pos
produto entregue antes da data prevista.;pos
pedido chegou incompleto. pedido chegou incompleto, abri um chamado e disseram resolver em 48 horas, porem ja ultrapassou o prazo;neg
entrega nao foi feita , pedsimo atendimento . e nao fazem estorno;neg
recomendo a loja e o produto, so nao e pefeito porque os correios nao entregam onde moro por causa dos assaltos. mas o restente e perfeito, aloja, o produto o atendimento, o prazo. obrigada, voltarei;pos
nao recebi o produto e tambem nao tive reembolso;neg
aperfeicoar o produto. as focinheiras ndegs 01, 02 e 03 sao ineficientes, pois o velcro esta na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a ndeg 01. precisa colocar mais velcro.;neg
a entrega foi antes.do prazo muitobom;pos
me entregaram antes da data prevista sao otimos;pos
entregaram antes do prazo! show!;pos
falta 1 lustre. entregaram so 1 lustre e ficou faltando o outro;neg
otima compra. produto com preco acessivel e entrega rapida;pos
a demora da emissao da nota fiscalapos o pagamento nao e aceitavel;neg
comprei um toner samsung, paguei em 04/10/2016 e ate hoje nao recebi.;neg
recomendo, produto excelente e lindo.;pos
muito bom;neg
muito bom produto so ficou muito justo fica meio apertado na hora de cobrir o video game .;pos
ate hoje nao aparece nem o rastreio no site da loja, cade meu produto?;neg
muito boa. excelente!;pos
faturou e nao recebi!;neg
otimo vendedor!!! recomendo!!!;pos
otima loja,compras entregues no prazo,e veio o que eu esperava.recomendadissimo.;pos
legal. tudo okay;pos
gostei recomendo;pos
otimo produto e entregue antes do prazo;pos
exelente fornecedor;pos
nao recomendo. o produto foi entregue corretamente, e ate antes do prazo, porem, a sua qualidade e bem inferior ao esperado.;neg
otimo produto. muito bom de boa qualidade ,chegou antes do prazo e as bolsas sao grandes cabe bastante coisa .vai ser muito util na chegada do meu bebe obrigada lojas lannister?;pos
poderia ser um prazo menor de entrega;neg
recomendo. produto entregue dentro do prazo e atendeu as expectativas;pos
bom. o produto e bom, mas recebi cor diferente da cor que eu queria e ainda nao consegui trocar.;neg
tudo certo, entregue antes do prazo!;pos
tamanho . faltou tamanho na descricao, acho q veio faltando pecas, pois e muito baixa;neg
tem mais de um mes que fiz o pedido e ainda nao recebi!;neg
ainda nao recebi todos os produtos;neg
chegou antes do praso previsto, recomendo.chegou tudo como o esperado!!!;pos
produto de qualidade . produto de qualidade e entrega super rapida.;pos
super recomendo. adorei o produto, a cortina e lindissima, voces estao de parabens, chegou antes do prazo, servico excelente.;pos
o produto veio sem a embalagem;neg
recomendado. entregue no prazo, produto conforme anuncio;pos
recomendaria com ressalvas... o prazo e muito longo pra entrega.;neg
pefeito. semdetahes;pos
produto bom e entrega antes do prazo.;neg
muito bom . o produto e de qualidade faz juizo o que promete;pos
bom. espero que seja sempre assim rapido e produto perfeito.;pos
recomendo. otima loja. entrega no prazo. produtos corretos.;pos
otimo. ainda nao instalei recebi ontem;pos
produto nao e bom pois nao faz nenhum efeito na sombrancelhas. nao recomendo;neg
muuito recomentadado. produto entregue em perfeito estado, muito bem embalado e ate antes do prazo. recomendo;pos
o produto chegou com pouco de atraso, mas em perfeitas condicoes.;neg
recomendo. so achei incoerente receber em 2 entregas. 2 itens do mesmo produto da mesma loja para o mesmo endereco. incoerente pagar 2 fretes. esse conceito precisa ser revisto.;pos
impossivel usalo;neg
uma vergonha de atrazo desmarcaram a entrega varias vezes e nao me entragrao nada e nem deram nenhuma satisfacao. to toltalmente arrependida de ter comprado, e pretendo nunca mais comprar nada no site;neg
conforme ja relatei anteriormente o produto adquirido veio pela metade. comprei dois kits de 4 unidades cada e so recebi um kit com 4 unidades.;neg
ja recebi gostei muito bom;pos
produto de qualidade e entrega rapida.;pos
meu produto nem ate a minha casa chegou e nao me mandaram nenhuma informacao sobre qual correio o mesmo se encontra!!!;neg
o prazo para entrega era ate 14/12/2017,e ate ontem,18/12,nao foi entregue. a loja nao cumpre o prometido, mesmo com o produto ja pago.;neg
produto com defeito. produto com boa qualidade, mas no encaixe dos botoes de volume nao encaixou os botoes, tive que cortar os encaixes.;neg
comprei dois pendentes e ate agora nao chegou, ja passou dos 12 dias de prazo e nada, segundo o que informaram e que o correios ira entregar no prazo de 5 dias.. ja se passaram 3 dias e nada ate ago;neg
otima. gostei mto;pos
recomendo. houve o atraso da entrega , mais o produto e perfeito!;pos
nao veio violeta e sim azul !!!;neg
bom produto. tomei 40 capsulas e ainda estou vivo, portanto e um bom produto.;pos
eu recebi outro produto que e inferior, mas vou ficar mesmo assim, porque o valor do produto e baixo, e nao vale a pena fazer a devolucao, por causa do transtorno de ir no correio e aguardar resposta!;neg
dez. otima entrega. e o relogio minha filha amouuu.;pos
recomendo. ainda nao recebi o produto;pos
um verdadeiro descaso com o cliente. mandei e-mail duas vezes para a loja e ate agora nao recebi nenhuma resposta. nem telefone para contato e fornecido! nao recomendo nada que vem dessa loja.;neg
produto bom, so nao pode colocar muita roupa;neg
recomendo com certeza! assim que estiver na metade vou adquirir outra oferta semelhante!;pos
nao e a primeira vez que tenho a alegria de comprar na loja,e sempre me surpreendendo com a pontualidade ja a qualidade maravilhosa desde sempre;pos
...;neg
produto em otimo estado, loja entrega ate antes do prazo, amei o atendimento;pos
bom. a principio e bom.. e a entrega foi no prazo..;pos
otimo produto,veio antes do prazo tudo como eu queria ,recomendo sim.;pos
otimo . empresa de responsabilidade e credibilidade em entregar o produto em casa recebi o meu antes do prazo previsto .excelente .;pos
lindas, amei, veio certinho o meu produtos.;pos
veio uma falsificacao do moto g5 plus, com o lacre da caixa rompido, sem manual, sem termo de garantia da motorola, selos da anatel falsos, imei clonado, design do celular todo errado. nao recomendo!;neg
o meu pedido ainda esta com o status ocorrencia na entrega, ele nao me informaram o motivo e tambem nao responderam meu email, era para ter chegado no dia 11 e ainda nao chegou;neg
bom. tudo certo!;pos
a entrega foi estava agendada para o dia 20/03/18 e hoje ja e 22 e nada da entrega.;neg
frete carissimo;neg
recebo 2 kits de omega 3 e comprei 4. no mesmo pedido tinha 1 kit de magnesio dimalato, que nao foi entregue.;neg
otimo fornecedor;pos
super recomendo. bom preco. entrega dentro do prazo. enfim, tudo de bom.;pos
avaliacao geral. na minha opiniao o rastreamento de uma mercadoria nao foi satisfatorio. nao era atualizado com frequencia.;neg
o frete esta mais caro que o produto. foi uma necessidade, contudo nao apreciei a terceirizacao das compras pela lannister.;pos
avaliacao boa;pos
produto de otima qualidade e entrega super rapido.;pos
recomendo;neg
excelente . chegou antes do prazo, muito bem embalada, tudo certinho. com certeza vale a pena comprar produtos com voces. nota 10.;pos
entregou antes do prazo.super recomendo;pos
comprei dois kits recebi um o outro ainda nao estou aguardando.;neg
otimo. otimo;pos
otimo. serviu certinho e ficou lindo!;pos
meu cachorro se adaptou facil ao tapete.;pos
cesto super lindo! parabens! melhor do que eu esperava. apenas a entrega atrasou. mas o produto compensou!;pos
gostei, produto de boa qualidade;pos
o produto nao foi entregue;neg
regula. meu produto chegou pela metade ainda estou aguardando o restante;neg
gostei de comprar com este vendedor, chegou no prazo emuito bem embalado, recomendo muito.;pos
o produto nao foi entregu. somente as prateleiras foram entregues a mesa e a cadeira nao;neg
o anuncio dizia cartucho 21ml, mas me foi entregue um de 15ml, decepcionante.;neg
super recomendo. rapido a entrega.;pos
recomendo 100 por cento;pos
muito prestativo;pos
o produto ainda nao foi entregue.;neg
nao recebi meu produto , ninguem entrou em contato comigo para me explicar o porque e quais as providencias a serem tomadas, solicito informacoes urgente;neg
td ok.. produto d otima qualidade. chegou antes do prazo;pos
com certeza voltarei a comprar nessa loja e pretendo recomenda-la tambem.;pos
recomendo . veio tudo certinho e bem antes do prazo determinado.;pos
amei muito lindos e de boa qualidade obrigado lannister;pos
nao credito todo o erro ao fornecedor.a baratheon tambem tem responsabilidade. comprei na baratheon. obrigada.;neg
demorou 2 dias a mais do que eu esperavamais chegou;pos
nota 10. como sempre recebi o produto conforme esperava.;pos
o produto foi entregue super rapido, bem embalado e em perfeita ordem. recomendo tanto a loja quanto o produto. voltarei a comprar.;pos
foi rapido;pos
foi entregue no prazo tudo correto recomendo;pos
amei o produto vem sertinho e no prazo serto;pos
produto entregue antes do prazo estipulado, em perfeitas condicoes. recomendo. satisfeito. p.s. preco bom, tambem.;pos
ainda nao recebi o produto e nao consigo gerar vale para comprar outro.exijo atencao para meu caso.;neg
eu recomendo esta loja .. o prouto e da minha irma.ainda nao usou.;pos
excelente empresa comprometida com. o cliente, confiavel recomendo sem problema nenhum.foi a melhor empresa que eu comprei;pos
bom. nao recebi o produto, recebi um e mail informando que foi roubado o produto.;neg
chegou no prazo;pos
adorei;pos
nao recomendo o produto, veio rasgado, nao corresponde a qualidade do produto do site.se pudesse gostaria do dinheiro de volta.;neg
chegou muito antes do prazo que estava programado. muito bom mesmo qualidade otimo tambem;pos
